smiles,MW,LogP,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
CC=CC=O,70.09100000000001,0.7614000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,398.67500000000024,7.720900000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0
CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,415.53700000000015,4.346900000000004,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,1.0,1.0
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,340.31500000000005,5.6399200000000045,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0
Cc1ccccc1OCC1CO1,164.20399999999998,1.7726199999999999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
CC(C)(OO)c1ccccc1,152.19299999999998,2.4113000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.88600000000014,4.004900000000003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,391.5620000000001,3.4897000000000027,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
O=C([O-])P(=O)([O-])[O-],122.97999999999999,-2.7566,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.4120000000001,0.3181000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CS(=O)(=O)[O-],107.10999999999999,-0.32489999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCOCCN(C)C,160.261,0.1262000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CCC2CC=CC2C1,120.19499999999998,2.5287000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
O=C(Oc1cccc2cccnc12)c1ccccc1,249.269,3.4540000000000015,0.0,0.0,,,,0.0,,1.0,0.0,1.0,,0.0
CC1(C)CC(O)CC(C)(C)N1[O],172.248,1.3457999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C#N)Nc1nc(Cl)nc(NC2CC2)n1,252.709,1.8133799999999995,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.63700000000034,2.4028,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,265.3529999999999,2.5839000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COC(=O)[C@H]1[C@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,303.35800000000006,1.8677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCOC(=O)NCCCN(C)C,188.27099999999996,1.0742999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,378.44000000000017,1.5056,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc(C(=O)[O-])c(O)c1,152.12900000000002,-0.6621000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1CCC(SSC2CCCCC2)CC1,230.44199999999992,5.033200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCC(C)C=O,184.323,3.962100000000003,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0
CC(=O)c1nccs1,127.16799999999998,1.3457,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCCCCCCCCC(=O)OCCCC,240.38699999999994,4.636500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1CCCCCCCCCCCCCCCO1,254.4139999999999,5.004600000000004,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,356.54700000000014,5.964100000000007,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCC[N+](C)(C)CC,298.579,6.564000000000007,0.0,,0.0,1.0,,0.0,,1.0,,,1.0,
C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1,196.20199999999997,0.6436,0.0,,,,,0.0,1.0,,1.0,0.0,1.0,1.0
CCNC(=O)C(C)OC(=O)Nc1ccccc1,236.27100000000002,1.7596999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@H]1C)O2,924.0910000000005,0.7117000000000084,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0
NC(=O)C(=O)NN=Cc1ccc([N+](=O)[O-])o1,226.148,-0.8767999999999989,,,,,,,,1.0,,,,
CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,197.14999999999998,0.6577999999999999,,,,,,,,1.0,,,,
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,345.34100000000007,0.7247399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,535.8130000000006,9.748859999999997,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,282.365,1.92552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,324.44600000000014,3.0958200000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=S)N/N=C/c1cccnc1,180.23600000000002,0.24869999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)Nc1ncc([N+](=O)[O-])s1,187.18,1.0096999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,278.33700000000005,1.47644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1CCCC1,86.134,0.9213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,402.48700000000025,2.560600000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,343.8830000000001,4.1303000000000045,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
CC(C)(N)Cc1ccccc1Cl,183.682,2.6198000000000006,,,,,,,,0.0,,0.0,,
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,360.45000000000016,1.9898000000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83100000000013,3.7227000000000023,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,349.21700000000004,3.4788000000000023,,,,,,,,0.0,,0.0,,
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,284.22300000000007,1.5714000000000004,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,
O=c1nc([O-])n(Cl)c(=O)n1Cl,196.957,-1.5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,369.46100000000007,4.728000000000005,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,1.0,
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,273.719,4.162600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
COC(=O)c1ccc(C=O)cc1,164.16,1.2856999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccco1,82.102,1.58802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(C#N)CCC#N,108.144,1.44986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)N[C@@H](CC(C)C)C(=O)O,173.21199999999996,0.6218000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,780.9490000000003,2.218100000000003,,1.0,0.0,1.0,1.0,1.0,,,,0.0,1.0,1.0
NNc1nnc(NN)c2ccccc12,190.21000000000004,0.20100000000000012,,,,,,,,0.0,,0.0,,
Cc1c[nH]cn1,82.10600000000001,0.7181199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCC(O)/C=C/C=O,156.22499999999997,1.6827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,386.3170000000001,-2.2777999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,644.6720000000004,-2.4466999999999928,,,,,,,,0.0,,0.0,,
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.4120000000001,2.1353999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cn1c([N+](=O)[O-])cnc1COC(N)=O,200.15399999999997,-0.07640000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,314.74700000000007,3.553300000000002,0.0,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1,312.365,2.832600000000001,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,1.0
Oc1ccccc1[Hg]Cl,329.148,1.2538,0.0,1.0,,,,1.0,,,,,,
C[C@@H]1O[C@@H]1P(=O)([O-])[O-],136.04299999999998,-1.3551000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.40000000000015,1.9804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)c1cncn1C(C)c1ccccc1,230.26700000000002,2.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc(NCCCC(C)N)c2ncccc2c1,259.353,2.782700000000001,0.0,0.0,1.0,,,0.0,0.0,,,,,1.0
N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,416.3590000000001,1.8944999999999996,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,0.0,,1.0
c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,220.27500000000003,3.7437000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,252.27299999999997,2.6422000000000008,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,248.36999999999998,2.8921600000000014,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)NCCCCCC(=O)O,173.212,0.7674999999999998,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)c1cc(=O)c2ccccc2o1,190.154,1.4911999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,363.4140000000002,1.6963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)OCc1cccc(COC(=O)NC)n1,253.25799999999998,0.7935999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(O)CCCCCCCCCCCBr,279.21799999999996,4.366900000000005,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,248.32199999999995,2.7620000000000013,0.0,1.0,,,,,,,,,0.0,1.0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,412.6580000000002,6.6118000000000094,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,297.48300000000006,4.066300000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],350.2970000000001,3.730400000000002,0.0,,,,,,,,0.0,,1.0,
COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,555.6600000000001,4.258300000000003,0.0,,0.0,,,0.0,,,,,1.0,
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,494.5750000000004,3.4407000000000023,1.0,1.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.4780000000001,4.364400000000003,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,230.311,3.296400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],461.5310000000004,0.8626000000000005,,,,,,,,0.0,,0.0,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,1209.4210000000003,-1.2284300000000077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,525.7770000000003,6.671300000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,271.404,3.3264000000000022,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,365.47700000000003,3.3377000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C=C(C)C(=O)OCCCC,142.19799999999998,1.9058,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)OCC1CO1,130.18699999999998,1.2003000000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOCC1CO1,130.18699999999998,1.2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)OC=O,102.13299999999998,0.9579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,302.3179999999999,1.47252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC(C)(C)OOC(=O)c1ccccc1,194.23000000000002,2.573500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1[N-]C(=O)c2ccccc21,146.12499999999997,1.3543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C[Si](OCCOC)(OCCOC)OCCOC,280.3929999999999,0.6395000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCl,176.731,4.365900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,368.4970000000001,4.730800000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.41600000000005,2.2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC1(c2ccccc2)C(=O)NCNC1=O,218.25599999999994,0.5378999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)(C)OC,102.17699999999998,1.8214000000000001,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,286.415,4.087400000000003,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCON=O,117.148,1.8745999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(N=O)C(N)=O,103.081,-0.3216999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COc1cccc(N)c1,123.15499999999999,1.2773999999999999,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0
CC(C)=CCCC(C)CCOC=O,184.279,2.9320000000000013,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,4.168600000000003,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,877.0450000000004,5.6482200000000065,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.058,2.2096000000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)c1ccccc1,134.17799999999997,2.2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,270.328,3.9089000000000027,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
CCOC(=O)C(=O)OCC,146.14199999999997,0.11260000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)(O)c1ccc(Cl)cc1,192.623,1.5867000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,247.68099999999998,3.2979000000000016,0.0,0.0,1.0,,,,0.0,1.0,0.0,,,
CCO[Si](CCCS)(OCC)OCC,238.42499999999995,2.3547000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)O2,223.22799999999995,1.9121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.52400000000006,3.7726000000000024,0.0,0.0,1.0,,,0.0,,1.0,0.0,0.0,,0.0
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,175.11599999999999,-2.6050999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,176.124,-1.4073999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,294.307,-0.31109999999999954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1C2OC2C2C1C1CC2C2OC12,164.20399999999998,0.8069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,380.913,4.481400000000002,0.0,,0.0,,,,0.0,,0.0,0.0,1.0,0.0
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,370.49,5.599500000000002,0.0,0.0,0.0,,,,,,0.0,,1.0,
O1[As]2O[As]3O[As]1O[As](O2)O3,395.682,-1.9336000000000002,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,
CC(=O)Oc1ccccc1C(=O)O,180.15899999999996,1.3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,4.718100000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
CCN(CC)C(C)=O,115.17599999999999,0.8747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=S(=O)([O-])O.[Na+],120.06099999999998,-3.9913999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,290.726,1.5103199999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
N#C[N-]C#N,66.043,0.32226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,492.52800000000013,4.275800000000004,0.0,,1.0,,,0.0,,1.0,,0.0,1.0,0.0
c1cnc2c(c1)ccc1cccnc12,180.20999999999998,2.7830000000000004,0.0,0.0,1.0,,,0.0,0.0,,0.0,1.0,0.0,1.0
ClSC(Cl)(Cl)Cl,185.89000000000001,3.2010999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCC=CC#N,81.11800000000001,1.47618,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC=CCC#N,81.11800000000001,1.47618,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,298.4669999999999,5.079300000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,336.6460000000001,4.008220000000003,0.0,,0.0,,,,,,,1.0,,1.0
CO/N=C(/C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,408.37600000000003,4.169700000000004,0.0,,,,,,,1.0,0.0,0.0,,1.0
NCCO.O=C(O)c1nc(Cl)ccc1Cl,253.08499999999998,1.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,527.4140000000001,7.183700000000007,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,1.0
N[Pt](N)(Cl)Cl,298.03,0.19530000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
